,Ref to signal ratio,Pulse type,Amplitude,Phase,Q,P,Bob's quadrature,Bob's quadrature value,alpha,T_eff,Rotated Q,Rotated P,Ultimate state,Alice bits,Linear difference
148,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2352250029667969,0.12765711604653132,0.7915511954246165,-0.21670141019466216,-0.14089059341117557,-0.21670141019466216,011001000100,0.01852359277213475
149,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1428755923685039,0.12765711604653132,0.7915511954246165,-0.14089059341117557,0.2167014101946622,-0.14089059341117557,011011011111,0.0019849989573283155
150,2,ref,1.0,0.0,1.0,0.0,Q,0.7789756218643902,0.13667545168352774,0.7863083871614359,0.7789756218643902,0.10713477615324159,-,-,-
151,4,ref,1.0,0.0,1.0,0.0,P,0.1071347761532416,0.13667545168352774,0.7863083871614359,0.7789756218643902,0.10713477615324159,-,-,-
152,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2197562527695312,0.13667545168352774,0.7863083871614359,-0.2139951773454727,-0.14189303434007436,-0.2139951773454727,011001001001,0.005761075424058515
153,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1412692931409448,0.13667545168352774,0.7863083871614359,-0.14189303434007436,0.21399517734547271,-0.14189303434007436,011011011101,-0.0006237411991295572
154,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2350375029589844,0.13667545168352774,0.7863083871614359,-0.2139951773454727,-0.14189303434007436,-0.2139951773454727,011001001001,0.021042325613511714
155,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1443559073452756,0.13667545168352774,0.7863083871614359,-0.14189303434007436,0.21399517734547271,-0.14189303434007436,011011011101,0.0024628730052012326
156,2,ref,1.0,0.0,1.0,0.0,Q,0.7799521055881208,0.1347441232774492,0.7870864640713913,0.7799521055881209,0.10573464386407261,-,-,-
157,4,ref,1.0,0.0,1.0,0.0,P,0.1057346438640726,0.1347441232774492,0.7870864640713913,0.7799521055881209,0.10573464386407261,-,-,-
158,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2199125027695312,0.1347441232774492,0.7870864640713913,-0.21448084586376054,-0.1416194733954258,-0.21448084586376054,011001001000,0.00543165690577066
159,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1410488206803149,0.1347441232774492,0.7870864640713913,-0.14161947339542577,0.2144808458637606,-0.14161947339542577,011011011110,-0.0005706527151108642
160,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2361937529921875,0.1347441232774492,0.7870864640713913,-0.21448084586376054,-0.1416194733954258,-0.21448084586376054,011001001000,0.021712907128426967
161,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1443244112889763,0.1347441232774492,0.7870864640713913,-0.14161947339542577,0.2144808458637606,-0.14161947339542577,011011011110,0.0027049378935505297
162,2,ref,1.0,0.0,1.0,0.0,Q,0.7799243785984405,0.13895721614845397,0.7875152609474038,0.7799243785984405,0.1090790992486359,-,-,-
163,4,ref,1.0,0.0,1.0,0.0,P,0.1090790992486359,0.13895721614845397,0.7875152609474038,0.7799243785984405,0.1090790992486359,-,-,-
164,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2189437527714843,0.13895721614845397,0.7875152609474038,-0.21399880904712687,-0.14259948604468603,-0.21399880904712687,011001001001,0.004944943724357442
165,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1400724427129921,0.13895721614845397,0.7875152609474038,-0.142599486044686,0.2139988090471269,-0.142599486044686,011011011100,-0.002527043331693901
166,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2366000029882813,0.13895721614845397,0.7875152609474038,-0.21399880904712687,-0.14259948604468603,-0.21399880904712687,011001001001,0.022601193941154424
167,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1434740175748031,0.13895721614845397,0.7875152609474038,-0.142599486044686,0.2139988090471269,-0.142599486044686,011011011100,0.0008745315301171008
168,2,ref,1.0,0.0,1.0,0.0,Q,0.7825538583427458,0.13463845895907114,0.7897007079001814,0.7825538583427458,0.10600314547658152,-,-,-
169,4,ref,1.0,0.0,1.0,0.0,P,0.1060031454765815,0.13463845895907114,0.7897007079001814,0.7825538583427458,0.10600314547658152,-,-,-
170,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2197250027753906,0.13463845895907114,0.7897007079001814,-0.21520823921693655,-0.14206711194698962,-0.21520823921693655,011001000111,0.00451676355845404
171,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1400409466334645,0.13463845895907114,0.7897007079001814,-0.14206711194698962,0.21520823921693658,-0.14206711194698962,011011011101,-0.002026165313525119
172,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2368812529765625,0.13463845895907114,0.7897007079001814,-0.21520823921693655,-0.14206711194698962,-0.21520823921693655,011001000111,0.021673013759625964
173,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.142749608107874,0.13463845895907114,0.7897007079001814,-0.14206711194698962,0.21520823921693658,-0.14206711194698962,011011011101,0.000682496160884366
174,2,ref,1.0,0.0,1.0,0.0,Q,0.7791237475223736,0.13496480499347657,0.7862740708509919,0.7791237475223736,0.1057974505330029,-,-,-
175,4,ref,1.0,0.0,1.0,0.0,P,0.1057974505330029,0.13496480499347657,0.7862740708509919,0.7791237475223736,0.1057974505330029,-,-,-
176,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2190863840700389,0.13496480499347657,0.7862740708509919,-0.21422824314599126,-0.14152058021131758,-0.21422824314599126,011001001001,0.004858140924047627
177,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1395685057003936,0.13496480499347657,0.7862740708509919,-0.14152058021131758,0.2142282431459913,-0.14152058021131758,011011011110,-0.0019520745109239679
178,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2360824932431907,0.13496480499347657,0.7862740708509919,-0.21422824314599126,-0.14152058021131758,-0.21422824314599126,011001001001,0.021854250097199435
179,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1424661435440944,0.13496480499347657,0.7862740708509919,-0.14152058021131758,0.2142282431459913,-0.14152058021131758,011011011110,0.0009455633327768165
180,2,ref,1.0,0.0,1.0,0.0,Q,0.7837606359961014,0.13246376234099533,0.790687455929828,0.7837606359961012,0.10443140537104019,-,-,-
181,4,ref,1.0,0.0,1.0,0.0,P,0.1044314053710402,0.13246376234099533,0.790687455929828,0.7837606359961012,0.10443140537104019,-,-,-
182,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.218756252765625,0.13246376234099533,0.790687455929828,-0.21578597568223673,-0.14177569444927626,-0.21578597568223673,011001000110,0.002970277083388262
183,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1405448836807086,0.13246376234099533,0.790687455929828,-0.14177569444927626,0.21578597568223679,-0.14177569444927626,011011011101,-0.0012308107685676528
184,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2358500029765625,0.13246376234099533,0.790687455929828,-0.21578597568223673,-0.14177569444927626,-0.21578597568223673,011001000110,0.02006402729432577
185,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1438519703283464,0.13246376234099533,0.790687455929828,-0.14177569444927626,0.21578597568223679,-0.14177569444927626,011011011101,0.0020762758790701386
186,2,ref,1.0,0.0,1.0,0.0,Q,0.7856713300455425,0.12763680654518128,0.7921148075853901,0.7856713300455425,0.1008287138691543,-,-,-
187,4,ref,1.0,0.0,1.0,0.0,P,0.1008287138691543,0.12763680654518128,0.7921148075853901,0.7856713300455425,0.1008287138691543,-,-,-
188,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2195379872558139,0.12763680654518128,0.7921148075853901,-0.2168585725951344,-0.14098650818540967,-0.2168585725951344,011001000100,0.0026794146606794744
189,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1403559072952755,0.12763680654518128,0.7921148075853901,-0.14098650818540967,0.21685857259513447,-0.14098650818540967,011011011111,-0.0006306008901341698
190,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2343907006472868,0.12763680654518128,0.7921148075853901,-0.2168585725951344,-0.14098650818540967,-0.2168585725951344,011001000100,0.017532128052152374
191,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1420251986570866,0.12763680654518128,0.7921148075853901,-0.14098650818540967,0.21685857259513447,-0.14098650818540967,011011011111,0.0010386904716769285
192,2,ref,1.0,0.0,1.0,0.0,Q,0.7824871370503388,0.126310809823829,0.7887709677273199,0.7824871370503388,0.09936558700202548,-,-,-
193,4,ref,1.0,0.0,1.0,0.0,P,0.0993655870020255,0.126310809823829,0.7887709677273199,0.7824871370503388,0.09936558700202548,-,-,-
194,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2203751965697674,0.126310809823829,0.7887709677273199,-0.2161290926299929,-0.14010488338564173,-0.2161290926299929,011001000101,0.0042461039397744815
195,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1389070883649606,0.126310809823829,0.7887709677273199,-0.1401048833856417,0.21612909262999302,-0.1401048833856417,011011100001,-0.0011977950206810972
196,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2345147316472868,0.126310809823829,0.7887709677273199,-0.2161290926299929,-0.14010488338564173,-0.2161290926299929,011001000101,0.018385639017293898
197,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1431590569543306,0.126310809823829,0.7887709677273199,-0.1401048833856417,0.21612909262999302,-0.1401048833856417,011011100001,0.003054173568688895
198,2,ref,1.0,0.0,1.0,0.0,Q,0.7851102561326828,0.12107138547718325,0.7908997943598849,0.7851102561326828,0.0955215705156764,-,-,-
199,4,ref,1.0,0.0,1.0,0.0,P,0.0955215705156764,0.12107138547718325,0.7908997943598849,0.7851102561326828,0.0955215705156764,-,-,-
200,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2216625028203125,0.12107138547718325,0.7908997943598849,-0.2174454791282482,-0.1393456434044312,-0.2174454791282482,011001000010,0.004217023692064309
201,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1388941193894117,0.12107138547718325,0.7908997943598849,-0.13934564340443117,0.21744547912824824,-0.13934564340443117,011011100010,-0.0004515240150194666
202,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2346625029921875,0.12107138547718325,0.7908997943598849,-0.2174454791282482,-0.1393456434044312,-0.2174454791282482,011001000010,0.017217023863939307
203,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1420627469007843,0.12107138547718325,0.7908997943598849,-0.13934564340443117,0.21744547912824824,-0.13934564340443117,011011100010,0.0027171034963531238
204,2,ref,1.0,0.0,1.0,0.0,Q,0.7828651284496123,0.120368684331907,0.7885708864338795,0.7828651284496123,0.0946901979546274,-,-,-
205,4,ref,1.0,0.0,1.0,0.0,P,0.0946901979546274,0.120368684331907,0.7885708864338795,0.7828651284496123,0.0946901979546274,-,-,-
206,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2186387624457364,0.120368684331907,0.7885708864338795,-0.2169027589381456,-0.13878293838557063,-0.2169027589381456,011001000100,0.0017360035075908165
207,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1399921586447058,0.120368684331907,0.7885708864338795,-0.1387829383855706,0.21690275893814562,-0.1387829383855706,011011100011,0.0012092202591351964
208,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2353829487073644,0.120368684331907,0.7885708864338795,-0.2169027589381456,-0.13878293838557063,-0.2169027589381456,011001000100,0.018480189769218808
209,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1421568645568627,0.120368684331907,0.7885708864338795,-0.1387829383855706,0.21690275893814562,-0.1387829383855706,011011100011,0.003373926171292091
210,2,ref,1.0,0.0,1.0,0.0,Q,0.787004300730994,0.11390040874904829,0.7921370651807924,0.787004300730994,0.0900297765417531,-,-,-
211,4,ref,1.0,0.0,1.0,0.0,P,0.0900297765417531,0.11390040874904829,0.7921370651807924,0.787004300730994,0.0900297765417531,-,-,-
212,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.220912502796875,0.11390040874904829,0.7921370651807924,-0.21878084674061143,-0.1379983226784172,-0.21878084674061143,011001000000,0.002131656056263559
213,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1393960801945098,0.11390040874904829,0.7921370651807924,-0.1379983226784172,0.21878084674061146,-0.1379983226784172,011011100101,0.0013977575160926126
214,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2357250029746094,0.11390040874904829,0.7921370651807924,-0.21878084674061143,-0.1379983226784172,-0.21878084674061143,011001000000,0.016944156233997976
215,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1426901978878431,0.11390040874904829,0.7921370651807924,-0.1379983226784172,0.21878084674061146,-0.1379983226784172,011011100101,0.004691875209425905
216,2,ref,1.0,0.0,1.0,0.0,Q,0.7889190366760974,0.12010893477418627,0.7946439783830787,0.7889190366760975,0.0952145259429734,-,-,-
217,4,ref,1.0,0.0,1.0,0.0,P,0.0952145259429734,0.12010893477418627,0.7946439783830787,0.7889190366760975,0.0952145259429734,-,-,-
218,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2192875027636719,0.12010893477418627,0.7946439783830787,-0.21860953073841807,-0.13979498090889367,-0.21860953073841807,011001000000,0.0006779720252538257
219,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1383401592299212,0.12010893477418627,0.7946439783830787,-0.13979498090889364,0.2186095307384181,-0.13979498090889364,011011100001,-0.0014548216789724289
220,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.237506253,0.12010893477418627,0.7946439783830787,-0.21860953073841807,-0.13979498090889367,-0.21860953073841807,011001000000,0.018896722261581927
221,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1413007892114173,0.12010893477418627,0.7946439783830787,-0.13979498090889364,0.2186095307384181,-0.13979498090889364,011011100001,0.0015058083025236702
222,2,ref,1.0,0.0,1.0,0.0,Q,0.7885742620242013,0.11713754585645657,0.7940154604172618,0.7885742620242013,0.0927964689771246,-,-,-
223,4,ref,1.0,0.0,1.0,0.0,P,0.0927964689771246,0.11713754585645657,0.7940154604172618,0.7885742620242013,0.0927964689771246,-,-,-
224,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2198170570077519,0.11713754585645657,0.7940154604172618,-0.21885071489100422,-0.13903473521655607,-0.21885071489100422,011001000000,0.000966342116747676
225,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1397574820901574,0.11713754585645657,0.7940154604172618,-0.13903473521655607,0.21885071489100427,-0.13903473521655607,011011100011,0.0007227468736013265
226,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2358480649903101,0.11713754585645657,0.7940154604172618,-0.21885071489100422,-0.13903473521655607,-0.21885071489100422,011001000000,0.01699735009930589
227,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1430015766082677,0.11713754585645657,0.7940154604172618,-0.13903473521655607,0.21885071489100427,-0.13903473521655607,011011100011,0.003966841391711634
228,2,ref,1.0,0.0,1.0,0.0,Q,0.7883687622802733,0.11579128131642467,0.7936835239786573,0.7883687622802733,0.09169640612286681,-,-,-
229,4,ref,1.0,0.0,1.0,0.0,P,0.0916964061228668,0.11579128131642467,0.7936835239786573,0.7883687622802733,0.09169640612286681,-,-,-
230,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2200062527988281,0.11579128131642467,0.7936835239786573,-0.2189461258105043,-0.13868197840671437,-0.2189461258105043,011000111111,0.0010601269883238063
231,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1380591456996108,0.11579128131642467,0.7936835239786573,-0.13868197840671437,0.21894612581050432,-0.13868197840671437,011011100100,-0.00062283270710356
232,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2358500029726563,0.11579128131642467,0.7936835239786573,-0.2189461258105043,-0.13868197840671437,-0.2189461258105043,011000111111,0.016903877162151998
233,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1424482508307392,0.11579128131642467,0.7936835239786573,-0.13868197840671437,0.21894612581050432,-0.13868197840671437,011011100100,0.00376627242402483
234,2,ref,1.0,0.0,1.0,0.0,Q,0.7858814936978558,0.11485173101638399,0.7910933856072587,0.7858814936978556,0.09065882535518618,-,-,-
235,4,ref,1.0,0.0,1.0,0.0,P,0.0906588253551862,0.11485173101638399,0.7910933856072587,0.7858814936978556,0.09065882535518618,-,-,-
236,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2203812527890625,0.11485173101638399,0.7910933856072587,-0.21836138544846204,-0.13802429756973683,-0.21836138544846204,011001000001,0.002019867340600473
237,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1385490213572549,0.11485173101638399,0.7910933856072587,-0.1380242975697368,0.2183613854484621,-0.1380242975697368,011011100101,0.0005247237875180832
238,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2358812529726562,0.11485173101638399,0.7910933856072587,-0.21836138544846204,-0.13802429756973683,-0.21836138544846204,011001000001,0.017519867524194155
239,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1418745116349019,0.11485173101638399,0.7910933856072587,-0.1380242975697368,0.2183613854484621,-0.1380242975697368,011011100101,0.0038502140651650862
240,2,ref,1.0,0.0,1.0,0.0,Q,0.7886885113109162,0.11625662811407902,0.794048492605402,0.7886885113109161,0.0921055955687929,-,-,-
241,4,ref,1.0,0.0,1.0,0.0,P,0.0921055955687929,0.11625662811407902,0.794048492605402,0.7886885113109161,0.0921055955687929,-,-,-
242,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2200687527519531,0.11625662811407902,0.794048492605402,-0.218982217721454,-0.13884766784013283,-0.218982217721454,011000111111,0.0010865350304991028
243,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1375842536996062,0.11625662811407902,0.794048492605402,-0.13884766784013283,0.21898221772145401,-0.13884766784013283,011011100011,-0.0012634141405266364
244,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2348187529726562,0.11625662811407902,0.794048492605402,-0.218982217721454,-0.13884766784013283,-0.218982217721454,011000111111,0.01583653525120221
245,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1422771671811023,0.11625662811407902,0.794048492605402,-0.13884766784013283,0.21898221772145401,-0.13884766784013283,011011100011,0.0034294993409694774
246,2,ref,1.0,0.0,1.0,0.0,Q,0.7851131905058139,0.12308937756624608,0.7910985930730673,0.7851131905058139,0.0971301294963002,-,-,-
247,4,ref,1.0,0.0,1.0,0.0,P,0.0971301294963002,0.12308937756624608,0.7910985930730673,0.7851131905058139,0.0971301294963002,-,-,-
248,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.217894576372093,0.12308937756624608,0.7910985930730673,-0.2172184239543508,-0.1398192984538454,-0.2172184239543508,011001000011,0.0006761524177422151
249,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1398834663602362,0.12308937756624608,0.7910985930730673,-0.1398192984538454,0.21721842395435081,-0.1398192984538454,011011100001,6.416790639082737e-05
250,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.23587907275,0.12308937756624608,0.7910985930730673,-0.2172184239543508,-0.1398192984538454,-0.2172184239543508,011001000011,0.018660648795649215
251,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.141647245893307,0.12308937756624608,0.7910985930730673,-0.1398192984538454,0.21721842395435081,-0.1398192984538454,011011100001,0.0018279474394616024
252,2,ref,1.0,0.0,1.0,0.0,Q,0.781587938150925,0.12970793281366205,0.7882091207432917,0.781587938150925,0.10195054173421,-,-,-
253,4,ref,1.0,0.0,1.0,0.0,P,0.10195054173421,0.12970793281366205,0.7882091207432917,0.781587938150925,0.10195054173421,-,-,-
254,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2198812527714844,0.12970793281366205,0.7882091207432917,-0.21549828258721684,-0.14073797056438866,-0.21549828258721684,011001000110,0.0043829701842675595
255,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1395055135838582,0.12970793281366205,0.7882091207432917,-0.14073797056438866,0.21549828258721695,-0.14073797056438866,011011011111,-0.0012324569805304553
256,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2341937529628906,0.12970793281366205,0.7882091207432917,-0.21549828258721684,-0.14073797056438866,-0.21549828258721684,011001000110,0.01869547037567376
257,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1429070884279527,0.12970793281366205,0.7882091207432917,-0.14073797056438866,0.21549828258721695,-0.14073797056438866,011011011111,0.002169117863564024
258,2,ref,1.0,0.0,1.0,0.0,Q,0.782086477600779,0.1330007086114723,0.7890550680305602,0.782086477600779,0.1046357584132613,-,-,-
259,4,ref,1.0,0.0,1.0,0.0,P,0.1046357584132613,0.1330007086114723,0.7890550680305602,0.782086477600779,0.1046357584132613,-,-,-
260,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2209125027929687,0.1330007086114723,0.7890550680305602,-0.21526448200520615,-0.141598601948637,-0.21526448200520615,011001000111,0.005648020787762553
261,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1394740175287401,0.1330007086114723,0.7890550680305602,-0.14159860194863697,0.21526448200520618,-0.14159860194863697,011011011110,-0.002124584419896852
262,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.23469375296875,0.1330007086114723,0.7890550680305602,-0.21526448200520615,-0.141598601948637,-0.21526448200520615,011001000111,0.019429270963543854
263,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1430645687555118,0.1330007086114723,0.7890550680305602,-0.14159860194863697,0.21526448200520618,-0.14159860194863697,011011011110,0.00146596680687483
264,2,ref,1.0,0.0,1.0,0.0,Q,0.7795470423106134,0.14166983127505545,0.7874358881728428,0.7795470423106134,0.1111831228529244,-,-,-
265,4,ref,1.0,0.0,1.0,0.0,P,0.1111831228529244,0.14166983127505545,0.7874358881728428,0.7795470423106134,0.1111831228529244,-,-,-
266,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2205687527910156,0.14166983127505545,0.7874358881728428,-0.21358967503514678,-0.14316502620013802,-0.21358967503514678,011001001010,0.006979077755868812
267,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1408913403555118,0.14166983127505545,0.7874358881728428,-0.14316502620013802,0.2135896750351468,-0.14316502620013802,011011011010,-0.0022736858446262276
268,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2351000029628906,0.14166983127505545,0.7874358881728428,-0.21358967503514678,-0.14316502620013802,-0.21358967503514678,011001001010,0.021510327927743822
269,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1423086632342519,0.14166983127505545,0.7874358881728428,-0.14316502620013802,0.2135896750351468,-0.14316502620013802,011011011010,-0.0008563629658861205
270,2,ref,1.0,0.0,1.0,0.0,Q,0.7794822967241046,0.1458964474307956,0.787852458234356,0.7794822967241046,0.11453752677455792,-,-,-
271,4,ref,1.0,0.0,1.0,0.0,P,0.1145375267745579,0.1458964474307956,0.787852458234356,0.7794822967241046,0.11453752677455792,-,-,-
272,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2198480647945736,0.1458964474307956,0.787852458234356,-0.21309533770016462,-0.14414272051138383,-0.21309533770016462,011001001011,0.0067527270944089945
273,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1413952773996062,0.1458964474307956,0.787852458234356,-0.1441427205113838,0.21309533770016464,-0.1441427205113838,011011011000,-0.0027474431117776033
274,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2352589176957364,0.1458964474307956,0.787852458234356,-0.21309533770016462,-0.14414272051138383,-0.21309533770016462,011001001011,0.02216357999557178
275,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1449543325669291,0.1458964474307956,0.787852458234356,-0.1441427205113838,0.21309533770016464,-0.1441427205113838,011011011000,0.0008116120555453077
276,2,ref,1.0,0.0,1.0,0.0,Q,0.7747421430488759,0.15374296559480638,0.7839894465699708,0.7747421430488759,0.12005858618659551,-,-,-
277,4,ref,1.0,0.0,1.0,0.0,P,0.1200585861865955,0.15374296559480638,0.7839894465699708,0.7747421430488759,0.12005858618659551,-,-,-
278,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2193333361156863,0.15374296559480638,0.7839894465699708,-0.21091849598210252,-0.14509538286583196,-0.21091849598210252,011001010000,0.00841484013358379
279,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1421992236167314,0.15374296559480638,0.7839894465699708,-0.14509538286583196,0.21091849598210258,-0.14509538286583196,011011010110,-0.002896159249100555
